Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Loss
Home Decor,2,156.0,0.0,0.0,156.0,0.0
Home Decor,1,155.0,0.0,0.0,155.0,0.0
Basket,1,155.0,0.0,0.0,155.0,0.0
Art & Sculpture,9,162.0,-7.21,0.0,154.79,-7.21
Art & Sculpture,5,160.0,-6.4,0.0,153.6,-6.4
Art & Sculpture,10,153.2,0.0,0.0,153.2,0.0
Jewelry,4,156.0,-3.81,0.0,152.19,-3.81
Art & Sculpture,4,152.0,0.0,0.0,152.0,0.0
Basket,3,152.0,0.0,0.0,152.0,0.0
Jewelry,7,154.0,-2.2,0.0,151.8,-2.2
Art & Sculpture,7,154.0,-2.2,0.0,151.8,-2.2
Art & Sculpture,4,151.4,0.0,0.0,151.4,0.0
Art & Sculpture,2,168.0,-16.8,0.0,151.2,-16.8
Basket,3,156.0,-5.2,0.0,150.8,-5.2
Art & Sculpture,4,158.8,-8.38,0.0,150.42,-8.38
Art & Sculpture,1,150.0,0.0,0.0,150.0,0.0
Art & Sculpture,4,150.0,0.0,0.0,150.0,0.0
Soapstone,7,154.0,-4.4,0.0,149.6,-4.4
Basket,1,165.0,-16.5,0.0,148.5,-16.5
Kids,3,158.0,-9.6,0.0,148.4,-9.6
Basket,4,152.0,-3.8,0.0,148.2,-3.8
Home Decor,4,152.0,-3.8,0.0,148.2,-3.8
Basket,3,148.0,0.0,0.0,148.0,0.0
Basket,1,185.0,-37.0,0.0,148.0,-37.0
Basket,2,148.0,0.0,0.0,148.0,0.0
Art & Sculpture,1,185.0,-37.0,0.0,148.0,-37.0
Kitchen,15,159.0,-11.54,0.0,147.46,-11.54
Basket,4,192.0,-7.79,-38.0,146.21,-45.79
Basket,1,145.0,0.0,0.0,145.0,0.0
Art & Sculpture,1,145.0,0.0,0.0,145.0,0.0
Jewelry,4,152.0,-7.6,0.0,144.4,-7.6
Kids,3,144.0,0.0,0.0,144.0,0.0
Basket,2,144.0,0.0,0.0,144.0,0.0
Art & Sculpture,2,144.0,0.0,0.0,144.0,0.0
Art & Sculpture,3,144.0,0.0,0.0,144.0,0.0
Kitchen,13,148.5,-5.24,0.0,143.26,-5.24
Jewelry,6,144.0,-2.39,0.0,141.61,-2.39
Jewelry,6,144.0,-2.4,0.0,141.6,-2.4
Kitchen,4,140.0,0.0,0.0,140.0,0.0
Kitchen,5,140.0,0.0,0.0,140.0,0.0
Jewelry,5,140.0,0.0,0.0,140.0,0.0
Basket,1,145.0,-5.0,0.0,140.0,-5.0
Basket,3,144.0,-4.8,0.0,139.2,-4.8
Art & Sculpture,3,144.0,-4.8,0.0,139.2,-4.8
Home Decor,3,144.0,-4.8,0.0,139.2,-4.8
Christmas,8,144.0,-5.0,0.0,139.0,-5.0
Basket,3,138.0,0.0,0.0,138.0,0.0
Jewelry,5,140.0,-2.8,0.0,137.2,-2.8
Art & Sculpture,2,152.0,-15.2,0.0,136.8,-15.2
Basket,4,150.0,-13.68,0.0,136.32,-13.68
Soapstone,4,136.0,0.0,0.0,136.0,0.0
Jewelry,2,136.0,0.0,0.0,136.0,0.0
Home Decor,2,136.0,0.0,0.0,136.0,0.0
Art & Sculpture,2,136.0,0.0,0.0,136.0,0.0
Basket,2,136.0,0.0,0.0,136.0,0.0
Basket,1,136.0,0.0,0.0,136.0,0.0
Basket,3,146.0,-10.2,0.0,135.8,-10.2
Soapstone,5,140.0,-4.79,0.0,135.21,-4.79
One-of-a-Kind,1,135.0,0.0,0.0,135.0,0.0
Art & Sculpture,3,135.0,0.0,0.0,135.0,0.0
Kitchen,5,140.0,-5.6,0.0,134.4,-5.6
Accessories,3,134.4,0.0,0.0,134.4,0.0
Christmas,7,140.0,-5.89,0.0,134.11,-5.89
Art & Sculpture,3,134.0,0.0,0.0,134.0,0.0
Christmas,7,140.0,-6.0,0.0,134.0,-6.0
Home Decor,2,136.0,-3.4,0.0,132.6,-3.4
Kids,4,136.0,-3.4,0.0,132.6,-3.4
Basket,3,132.0,0.0,0.0,132.0,0.0
Kitchen,11,132.0,0.0,0.0,132.0,0.0
Christmas,6,132.0,0.0,0.0,132.0,0.0
Jewelry,4,134.0,-3.4,0.0,130.6,-3.4
Basket,1,145.0,-14.5,0.0,130.5,-14.5
Soapstone,3,174.0,0.0,-43.5,130.5,-43.5
Home Decor,2,130.0,0.0,0.0,130.0,0.0
Art & Sculpture,2,130.0,0.0,0.0,130.0,0.0
Basket,2,144.0,-14.4,0.0,129.6,-14.4
Furniture,1,144.0,-14.4,0.0,129.6,-14.4
Home Decor,2,136.0,-6.8,0.0,129.2,-6.8
Basket,2,136.0,-6.8,0.0,129.2,-6.8
Kitchen,2,136.0,-6.8,0.0,129.2,-6.8
Christmas,2,136.0,-6.8,0.0,129.2,-6.8
Home Decor,2,128.0,0.0,0.0,128.0,0.0
Christmas,2,128.0,0.0,0.0,128.0,0.0
Basket,2,256.0,0.0,-128.0,128.0,-128.0
Art & Sculpture,1,128.0,0.0,0.0,128.0,0.0
Art & Sculpture,2,128.0,0.0,0.0,128.0,0.0
Basket,3,132.0,-4.4,0.0,127.6,-4.4
Art & Sculpture,5,130.0,-2.6,0.0,127.4,-2.6
Home Decor,3,130.0,-3.5,0.0,126.5,-3.5
Christmas,6,126.0,0.0,0.0,126.0,0.0
Soapstone,7,126.0,0.0,0.0,126.0,0.0
Kitchen,7,126.0,0.0,0.0,126.0,0.0
Jewelry,3,126.0,0.0,0.0,126.0,0.0
Basket,1,125.0,0.0,0.0,125.0,0.0
Art & Sculpture,1,125.0,0.0,0.0,125.0,0.0
Home Decor,3,125.0,0.0,0.0,125.0,0.0
One-of-a-Kind,1,125.0,0.0,0.0,125.0,0.0
Kitchen,11,132.0,-7.2,0.0,124.8,-7.2
Kids,4,128.0,-3.2,0.0,124.8,-3.2
Art & Sculpture,1,156.0,-31.2,0.0,124.8,-31.2
Soapstone,7,126.0,-1.8,0.0,124.2,-1.8
Home Decor,2,124.0,0.0,0.0,124.0,0.0
Home Decor,2,189.0,-6.5,-58.5,124.0,-65.0
Home Decor,1,124.0,0.0,0.0,124.0,0.0
Art & Sculpture,3,132.0,-8.4,0.0,123.6,-8.4
Kids,4,130.0,-6.8,0.0,123.2,-6.8
Basket,3,132.0,-8.8,0.0,123.2,-8.8
Art & Sculpture,3,132.0,-8.8,0.0,123.2,-8.8
Jewelry,2,123.0,0.0,0.0,123.0,0.0
Basket,1,136.0,-13.6,0.0,122.4,-13.6
Art & Sculpture,2,136.0,-13.6,0.0,122.4,-13.6
Jewelry,3,122.0,0.0,0.0,122.0,0.0
Jewelry,2,128.0,-6.4,0.0,121.6,-6.4
Art & Sculpture,2,128.0,-6.41,0.0,121.59,-6.41
One-of-a-Kind,1,135.0,-13.49,0.0,121.51,-13.49
One-of-a-Kind,1,135.0,-13.5,0.0,121.5,-13.5
Art & Sculpture,7,126.0,-5.4,0.0,120.6,-5.4
Kitchen,7,126.0,-5.4,0.0,120.6,-5.4
Art & Sculpture,6,122.0,-1.8,0.0,120.2,-1.8
Home Decor,2,120.0,0.0,0.0,120.0,0.0
Basket,1,120.0,0.0,0.0,120.0,0.0
Jewelry,2,120.0,0.0,0.0,120.0,0.0
Art & Sculpture,1,120.0,0.0,0.0,120.0,0.0
Kitchen,3,120.0,0.0,0.0,120.0,0.0
Art & Sculpture,4,122.0,-3.8,0.0,118.2,-3.8
Art & Sculpture,3,126.0,-8.4,0.0,117.6,-8.4
Kitchen,6,117.0,0.0,0.0,117.0,0.0
Furniture,2,130.0,-13.0,0.0,117.0,-13.0
Home Decor,2,130.0,-13.0,0.0,117.0,-13.0
Basket,3,125.0,-8.7,0.0,116.3,-8.7
Recycled Art,2,116.0,0.0,0.0,116.0,0.0
Basket,1,116.0,0.0,0.0,116.0,0.0
Jewelry,2,116.0,0.0,0.0,116.0,0.0
Basket,2,116.0,0.0,0.0,116.0,0.0
Accessories,2,116.0,0.0,0.0,116.0,0.0
Jewelry,4,136.0,-20.4,0.0,115.6,-20.4
Art & Sculpture,2,128.0,-12.8,0.0,115.2,-12.8
Basket,1,115.0,0.0,0.0,115.0,0.0
Art & Sculpture,1,115.0,0.0,0.0,115.0,0.0
Art & Sculpture,3,126.0,-11.14,0.0,114.86,-11.14
Kitchen,10,136.0,-9.6,-12.0,114.4,-21.6
Kitchen,4,120.0,-5.99,0.0,114.01,-5.99
Fair Trade Gifts,12,114.0,0.0,0.0,114.0,0.0
Art & Sculpture,3,114.0,0.0,0.0,114.0,0.0
Fair Trade Gifts,3,114.0,0.0,0.0,114.0,0.0
Furniture,3,114.0,0.0,0.0,114.0,0.0
Art & Sculpture,3,152.0,-3.8,-34.2,114.0,-38.0
Basket,2,120.0,-6.8,0.0,113.2,-6.8
Basket,1,125.0,-12.5,0.0,112.5,-12.5
Kitchen,1,125.0,-12.5,0.0,112.5,-12.5
Jewelry,8,112.0,0.0,0.0,112.0,0.0
Basket,2,176.0,-6.4,-57.6,112.0,-64.0
Christmas,4,252.0,0.0,-140.0,112.0,-140.0
Jewelry,4,112.0,0.0,0.0,112.0,0.0
Kitchen,4,112.0,0.0,0.0,112.0,0.0
Accessories,5,116.0,-4.41,0.0,111.59,-4.41
Art & Sculpture,3,115.0,-3.5,0.0,111.5,-3.5
Music,7,112.0,-1.6,0.0,110.4,-1.6
Home Decor,3,114.0,-3.8,0.0,110.2,-3.8
Jewelry,3,114.0,-3.8,0.0,110.2,-3.8
Art & Sculpture,3,114.0,-3.8,0.0,110.2,-3.8
Home Decor,2,116.0,-5.8,0.0,110.2,-5.8
Basket,3,114.0,-3.8,0.0,110.2,-3.8
Jewelry,2,116.0,-5.8,0.0,110.2,-5.8
Recycled Art,2,116.0,-5.8,0.0,110.2,-5.8
Basket,1,110.0,0.0,0.0,110.0,0.0
Basket,1,115.0,-5.0,0.0,110.0,-5.0
Basket,1,220.0,0.0,-110.0,110.0,-110.0
Furniture,1,110.0,0.0,0.0,110.0,0.0
Soapstone,7,110.0,0.0,0.0,110.0,0.0
Basket,4,112.0,-2.8,0.0,109.2,-2.8
Soapstone,8,112.0,-4.2,0.0,107.8,-4.2
Home Decor,5,112.5,-4.82,0.0,107.68,-4.82
Kitchen,9,112.0,-4.8,0.0,107.2,-4.8
Kitchen,4,112.0,-5.6,0.0,106.4,-5.6
Christmas,3,114.0,-7.6,0.0,106.4,-7.6
Jewelry,8,168.0,-5.62,-56.0,106.38,-61.62
Basket,1,125.0,-18.75,0.0,106.25,-18.75
Kitchen,3,106.0,0.0,0.0,106.0,0.0
Christmas,6,110.0,-4.5,0.0,105.5,-4.5
Basket,1,116.0,-11.6,0.0,104.4,-11.6
Christmas,4,108.0,-3.6,0.0,104.4,-3.6
Christmas,3,108.0,-3.6,0.0,104.4,-3.6
Basket,1,115.0,-11.5,0.0,103.5,-11.5
Kitchen,1,115.0,-11.5,0.0,103.5,-11.5
Accessories,1,114.0,-11.4,0.0,102.6,-11.4
Kitchen,10,106.5,-4.19,0.0,102.31,-4.19
Jewelry,3,102.0,0.0,0.0,102.0,0.0
Textiles,2,120.0,-18.0,0.0,102.0,-18.0
Jewelry,3,104.5,-2.85,0.0,101.65,-2.85
Kitchen,9,103.5,-3.15,0.0,100.35,-3.15
Home Decor,2,100.0,0.0,0.0,100.0,0.0
Art & Sculpture,3,108.0,-8.0,0.0,100.0,-8.0
Kitchen,8,100.0,0.0,0.0,100.0,0.0
Recycled Art,1,110.0,-11.0,0.0,99.0,-11.0
Basket,1,110.0,-11.0,0.0,99.0,-11.0
Art & Sculpture,3,99.0,0.0,0.0,99.0,0.0
Music,1,220.0,-11.0,-110.0,99.0,-121.0
Home Decor,3,114.0,-15.2,0.0,98.8,-15.2
Kids,3,102.0,-3.2,0.0,98.8,-3.2
Basket,3,190.0,-15.2,-76.0,98.8,-91.2
Basket,3,102.0,-3.4,0.0,98.6,-3.4
Kitchen,3,102.0,-3.41,0.0,98.59,-3.41
Accessories,1,98.0,0.0,0.0,98.0,0.0
Jewelry,7,98.0,0.0,0.0,98.0,0.0
Basket,4,146.0,-20.8,-28.0,97.2,-48.8
Jewelry,3,102.0,-5.0,0.0,97.0,-5.0
Kids,3,102.0,-5.09,0.0,96.91,-5.09
Kitchen,9,97.5,-1.05,0.0,96.45,-1.05
Art & Sculpture,3,96.0,0.0,0.0,96.0,0.0
Jewelry,2,96.0,0.0,0.0,96.0,0.0
Basket,1,96.0,0.0,0.0,96.0,0.0
Basket,2,96.0,0.0,0.0,96.0,0.0
Christmas,4,96.0,0.0,0.0,96.0,0.0
Furniture,2,96.0,0.0,0.0,96.0,0.0
Accessories,2,96.0,0.0,0.0,96.0,0.0
Home Decor,2,96.0,0.0,0.0,96.0,0.0
Art & Sculpture,2,96.0,0.0,0.0,96.0,0.0
Art & Sculpture,4,96.0,0.0,0.0,96.0,0.0
Jewelry,3,96.0,0.0,0.0,96.0,0.0
Kids,3,102.0,-6.8,0.0,95.2,-6.8
Jewelry,3,102.0,-6.8,0.0,95.2,-6.8
Basket,2,112.0,-16.8,0.0,95.2,-16.8
Kitchen,10,105.0,-9.95,0.0,95.05,-9.95
Art & Sculpture,1,95.0,0.0,0.0,95.0,0.0
Basket,1,94.0,0.0,0.0,94.0,0.0
Art & Sculpture,3,96.0,-3.2,0.0,92.8,-3.2
Basket,2,92.0,0.0,0.0,92.0,0.0
Home Decor,1,92.0,0.0,0.0,92.0,0.0
Kitchen,7,92.0,0.0,0.0,92.0,0.0
Soapstone,5,94.0,-2.2,0.0,91.8,-2.2
Jewelry,3,102.0,-10.21,0.0,91.79,-10.21
Basket,2,96.0,-4.79,0.0,91.21,-4.79
Art & Sculpture,2,96.0,-4.8,0.0,91.2,-4.8
Basket,2,96.0,-4.8,0.0,91.2,-4.8
Jewelry,4,96.0,-4.81,0.0,91.19,-4.81
Skin Care,5,92.5,-1.85,0.0,90.65,-1.85
Kitchen,8,100.0,-9.6,0.0,90.4,-9.6
Christmas,5,90.0,0.0,0.0,90.0,0.0
Art & Sculpture,2,90.0,0.0,0.0,90.0,0.0
Furniture,2,90.0,0.0,0.0,90.0,0.0
Art & Sculpture,2,132.0,-4.88,-37.12,90.0,-42.0
Soapstone,5,90.0,0.0,0.0,90.0,0.0
Fair Trade Gifts,3,90.0,0.0,0.0,90.0,0.0
Basket,1,90.0,0.0,0.0,90.0,0.0
Kids,5,90.0,0.0,0.0,90.0,0.0
Kitchen,5,90.0,0.0,0.0,90.0,0.0
Basket,3,90.0,0.0,0.0,90.0,0.0
Recycled Art,3,96.0,-6.4,0.0,89.6,-6.4
Art & Sculpture,1,112.0,-22.4,0.0,89.6,-22.4
Basket,3,96.0,-6.4,0.0,89.6,-6.4
Art & Sculpture,1,99.0,-9.9,0.0,89.1,-9.9
Art & Sculpture,5,90.0,-1.8,0.0,88.2,-1.8
Accessories,1,98.0,-9.8,0.0,88.2,-9.8
Art & Sculpture,1,98.0,-9.8,0.0,88.2,-9.8
Kitchen,5,90.0,-1.8,0.0,88.2,-1.8
Art & Sculpture,2,132.0,0.0,-44.0,88.0,-44.0
Art & Sculpture,1,88.0,0.0,0.0,88.0,0.0
Basket,2,88.0,0.0,0.0,88.0,0.0
Basket,1,88.0,0.0,0.0,88.0,0.0
Home Decor,1,88.0,0.0,0.0,88.0,0.0
Accessories,1,88.0,0.0,0.0,88.0,0.0
Kitchen,1,88.0,0.0,0.0,88.0,0.0
Textiles,2,88.0,0.0,0.0,88.0,0.0
Jewelry,4,88.0,0.0,0.0,88.0,0.0
Kitchen,8,108.0,-9.6,-10.8,87.6,-20.4
Art & Sculpture,2,90.0,-2.5,0.0,87.5,-2.5
Basket,2,92.0,-4.6,0.0,87.4,-4.6
Furniture,2,92.0,-4.8,0.0,87.2,-4.8
Soapstone,2,87.0,0.0,0.0,87.0,0.0
Art & Sculpture,4,91.0,-4.7,0.0,86.3,-4.7
Christmas,2,96.0,-9.8,0.0,86.2,-9.8
Kitchen,2,86.0,0.0,0.0,86.0,0.0
Basket,2,86.0,0.0,0.0,86.0,0.0
Christmas,4,88.0,-2.19,0.0,85.81,-2.19
Art & Sculpture,2,90.0,-4.5,0.0,85.5,-4.5
Basket,1,95.0,-9.5,0.0,85.5,-9.5
Jewelry,3,102.0,-16.99,0.0,85.01,-16.99
Home Decor,1,85.0,0.0,0.0,85.0,0.0
Jewelry,3,84.0,0.0,0.0,84.0,0.0
Home Decor,3,84.0,0.0,0.0,84.0,0.0
Jewelry,6,84.0,0.0,0.0,84.0,0.0
Basket,2,84.0,0.0,0.0,84.0,0.0
Home Decor,2,84.0,0.0,0.0,84.0,0.0
Kitchen,3,84.0,0.0,0.0,84.0,0.0
Basket,3,84.0,0.0,0.0,84.0,0.0
Textiles,3,84.0,0.0,0.0,84.0,0.0
Art & Sculpture,3,84.0,0.0,0.0,84.0,0.0
Christmas,3,84.0,0.0,0.0,84.0,0.0
Basket,2,88.0,-4.4,0.0,83.6,-4.4
Kitchen,2,88.0,-4.4,0.0,83.6,-4.4
Jewelry,2,88.0,-4.4,0.0,83.6,-4.4
Textiles,4,88.0,-4.4,0.0,83.6,-4.4
Kitchen,8,87.0,-4.19,0.0,82.81,-4.19
Home Decor,1,82.0,0.0,0.0,82.0,0.0
Kids,2,96.0,-14.4,0.0,81.6,-14.4
Basket,3,84.0,-2.79,0.0,81.21,-2.79
Art & Sculpture,3,84.0,-2.79,0.0,81.21,-2.79
Kitchen,3,84.0,-2.8,0.0,81.2,-2.8
Jewelry,3,84.0,-2.8,0.0,81.2,-2.8
Soapstone,3,84.0,-2.8,0.0,81.2,-2.8
Accessories,3,90.0,-9.0,0.0,81.0,-9.0
Home Decor,2,90.0,-9.01,0.0,80.99,-9.01
Kitchen,7,84.0,-3.6,0.0,80.4,-3.6
Soapstone,4,84.0,-3.61,0.0,80.39,-3.61
Art & Sculpture,2,80.0,0.0,0.0,80.0,0.0
Jewelry,2,80.0,0.0,0.0,80.0,0.0
Basket,2,84.0,-4.2,0.0,79.8,-4.2
Basket,2,126.0,-4.2,-42.0,79.8,-46.2
Art & Sculpture,3,82.0,-2.2,0.0,79.8,-2.2
Basket,2,88.0,-8.8,0.0,79.2,-8.8
Home Decor,1,88.0,-8.8,0.0,79.2,-8.8
Art & Sculpture,1,88.0,-8.8,0.0,79.2,-8.8
Basket,1,88.0,-8.8,0.0,79.2,-8.8
Basket,2,78.4,0.0,0.0,78.4,0.0
Fair Trade Gifts,1,78.0,0.0,0.0,78.0,0.0
Jewelry,2,78.0,0.0,0.0,78.0,0.0
Basket,1,78.0,0.0,0.0,78.0,0.0
Basket,2,86.0,-8.4,0.0,77.6,-8.4
Basket,3,86.0,-8.43,0.0,77.57,-8.43
Kitchen,3,80.0,-2.8,0.0,77.2,-2.8
Kitchen,7,76.5,0.0,0.0,76.5,0.0
Kitchen,4,80.0,-4.0,0.0,76.0,-4.0
Kitchen,1,76.0,0.0,0.0,76.0,0.0
Jewelry,2,76.0,0.0,0.0,76.0,0.0
Art & Sculpture,2,76.0,0.0,0.0,76.0,0.0
Furniture,2,76.0,0.0,0.0,76.0,0.0
Basket,3,84.0,-8.41,0.0,75.59,-8.41
Christmas,1,75.0,0.0,0.0,75.0,0.0
Art & Sculpture,1,75.0,0.0,0.0,75.0,0.0
Basket,3,114.0,-11.6,-28.0,74.4,-39.6
Music,4,80.0,-6.0,0.0,74.0,-6.0
Art & Sculpture,2,74.0,0.0,0.0,74.0,0.0
Art & Sculpture,5,76.0,-2.0,0.0,74.0,-2.0
Basket,1,74.0,0.0,0.0,74.0,0.0
Soapstone,3,74.0,0.0,0.0,74.0,0.0
Music,5,74.0,0.0,0.0,74.0,0.0
Recycled Art,2,76.8,-3.48,0.0,73.32,-3.48
Kitchen,7,76.5,-3.67,0.0,72.83,-3.67
Basket,2,76.0,-3.8,0.0,72.2,-3.8
Home Decor,2,114.0,-7.6,-34.2,72.2,-41.800000000000004
Home Decor,2,76.0,-3.8,0.0,72.2,-3.8
Jewelry,2,76.0,-3.8,0.0,72.2,-3.8
Soapstone,2,76.0,-3.8,0.0,72.2,-3.8
Skin Care,4,74.0,-1.85,0.0,72.15,-1.85
Jewelry,1,72.0,0.0,0.0,72.0,0.0
Fair Trade Gifts,4,72.0,0.0,0.0,72.0,0.0
Christmas,4,72.0,0.0,0.0,72.0,0.0
Textiles,2,80.0,-8.0,0.0,72.0,-8.0
Kitchen,3,72.0,0.0,0.0,72.0,0.0
Art & Sculpture,3,72.0,0.0,0.0,72.0,0.0
Kids,3,72.0,0.0,0.0,72.0,0.0
Basket,2,80.0,-8.0,0.0,72.0,-8.0
Art & Sculpture,1,72.0,0.0,0.0,72.0,0.0
Home Decor,2,72.0,0.0,0.0,72.0,0.0
Kitchen,6,72.0,-1.2,0.0,70.8,-1.2
Skin Care,4,74.0,-3.7,0.0,70.3,-3.7
Textiles,2,134.0,-5.7,-58.0,70.3,-63.7
Christmas,5,70.0,0.0,0.0,70.0,0.0
Kitchen,4,80.0,-10.0,0.0,70.0,-10.0
Soapstone,3,70.0,0.0,0.0,70.0,0.0
Art & Sculpture,2,70.0,0.0,0.0,70.0,0.0
Kitchen,1,70.0,0.0,0.0,70.0,0.0
Basket,3,72.0,-2.4,0.0,69.6,-2.4
Jewelry,3,72.0,-2.4,0.0,69.6,-2.4
Fair Trade Gifts,3,72.0,-2.4,0.0,69.6,-2.4
Christmas,3,72.0,-2.41,0.0,69.59,-2.41
Art & Sculpture,2,72.0,-2.8,0.0,69.2,-2.8
Art & Sculpture,2,73.1,-4.08,0.0,69.02,-4.08
Textiles,2,76.0,-7.6,0.0,68.4,-7.6
Home Decor,2,76.0,-7.6,0.0,68.4,-7.6
Basket,2,72.0,-3.61,0.0,68.39,-3.61
Jewelry,4,72.0,-3.61,0.0,68.39,-3.61
Music,1,68.0,0.0,0.0,68.0,0.0
Basket,1,68.0,0.0,0.0,68.0,0.0
Recycled Art,2,68.0,0.0,0.0,68.0,0.0
Art & Sculpture,1,68.0,0.0,0.0,68.0,0.0
Jewelry,1,68.0,0.0,0.0,68.0,0.0
Basket,2,68.0,0.0,0.0,68.0,0.0
Home Decor,1,68.0,0.0,0.0,68.0,0.0
Kids,2,68.0,0.0,0.0,68.0,0.0
Jewelry,2,68.0,0.0,0.0,68.0,0.0
Accessories,1,68.0,0.0,0.0,68.0,0.0
Home Decor,2,75.4,-7.54,0.0,67.86,-7.54
Kids,4,67.5,0.0,0.0,67.5,0.0
Basket,1,74.0,-7.4,0.0,66.6,-7.4
Kitchen,4,72.0,-5.4,0.0,66.6,-5.4
Basket,2,104.0,-3.61,-34.0,66.39,-37.61
Christmas,3,66.0,0.0,0.0,66.0,0.0
Fair Trade Gifts,3,66.0,0.0,0.0,66.0,0.0
Art & Sculpture,3,66.0,0.0,0.0,66.0,0.0
Kids,3,66.0,0.0,0.0,66.0,0.0
Jewelry,3,66.0,0.0,0.0,66.0,0.0
Art & Sculpture,2,65.6,0.0,0.0,65.6,0.0
Art & Sculpture,1,82.0,-16.4,0.0,65.6,-16.4
Home Decor,1,65.0,0.0,0.0,65.0,0.0
Kids,2,72.0,-7.19,0.0,64.81,-7.19
Jewelry,1,72.0,-7.2,0.0,64.8,-7.2
Kitchen,6,72.0,-7.2,0.0,64.8,-7.2
Jewelry,2,76.0,-11.4,0.0,64.6,-11.4
Kitchen,2,68.0,-3.4,0.0,64.6,-3.4
Jewelry,2,68.0,-3.4,0.0,64.6,-3.4
Home Decor,2,76.0,-11.4,0.0,64.6,-11.4
Art & Sculpture,2,64.0,0.0,0.0,64.0,0.0
Jewelry,2,64.0,0.0,0.0,64.0,0.0
Home Decor,1,64.0,0.0,0.0,64.0,0.0
Christmas,3,66.0,-2.2,0.0,63.8,-2.2
Art & Sculpture,3,66.0,-2.2,0.0,63.8,-2.2
Soapstone,2,68.0,-5.1,0.0,62.9,-5.1
Basket,2,98.0,-3.4,-32.0,62.6,-35.4
Christmas,3,65.0,-2.5,0.0,62.5,-2.5
Jewelry,1,62.0,0.0,0.0,62.0,0.0
Home Decor,1,62.0,0.0,0.0,62.0,0.0
Jewelry,2,62.0,0.0,0.0,62.0,0.0
Basket,1,62.0,0.0,0.0,62.0,0.0
Christmas,3,66.0,-4.4,0.0,61.6,-4.4
Kitchen,1,68.0,-6.8,0.0,61.2,-6.8
Basket,1,68.0,-6.8,0.0,61.2,-6.8
Kids,2,68.0,-6.8,0.0,61.2,-6.8
Home Decor,1,68.0,-6.8,0.0,61.2,-6.8
Jewelry,2,68.0,-6.8,0.0,61.2,-6.8
Art & Sculpture,1,68.0,-6.8,0.0,61.2,-6.8
Soapstone,2,64.0,-3.2,0.0,60.8,-3.2
Jewelry,2,64.0,-3.2,0.0,60.8,-3.2
Home Decor,2,76.0,-15.2,0.0,60.8,-15.2
Jewelry,2,64.0,-3.21,0.0,60.79,-3.21
Kitchen,6,66.0,-5.24,0.0,60.76,-5.24
Art & Sculpture,3,66.0,-5.5,0.0,60.5,-5.5
Home Decor,1,60.0,0.0,0.0,60.0,0.0
Home Decor,1,120.0,-6.0,-54.0,60.0,-60.0
Soapstone,3,60.0,0.0,0.0,60.0,0.0
Fair Trade Gifts,2,60.0,0.0,0.0,60.0,0.0
Basket,1,66.0,-6.6,0.0,59.4,-6.6
Art & Sculpture,3,66.0,-6.6,0.0,59.4,-6.6
Home Decor,1,74.0,-14.79,0.0,59.21,-14.79
Basket,2,62.0,-2.8,0.0,59.2,-2.8
Home Decor,1,74.0,-14.8,0.0,59.2,-14.8
Soapstone,4,64.0,-4.8,0.0,59.2,-4.8
Kitchen,3,58.5,0.0,0.0,58.5,0.0
Home Decor,1,58.5,0.0,0.0,58.5,0.0
Jewelry,1,58.0,0.0,0.0,58.0,0.0
Accessories,1,58.0,0.0,0.0,58.0,0.0
Basket,1,58.0,0.0,0.0,58.0,0.0
Basket,1,290.0,0.0,-232.0,58.0,-232.0
Home Decor,1,58.0,0.0,0.0,58.0,0.0
Kitchen,5,64.0,-6.0,0.0,58.0,-6.0
Kitchen,1,58.0,0.0,0.0,58.0,0.0
Basket,1,72.0,-14.4,0.0,57.6,-14.4
Soapstone,2,60.0,-3.8,0.0,56.2,-3.8
Soapstone,3,64.0,-7.8,0.0,56.2,-7.8
Kitchen,2,56.0,0.0,0.0,56.0,0.0
Basket,2,56.0,0.0,0.0,56.0,0.0
Accessories,2,56.0,0.0,0.0,56.0,0.0
Kitchen,2,84.0,0.0,-28.0,56.0,-28.0
Art & Sculpture,2,56.0,0.0,0.0,56.0,0.0
Recycled Art,2,56.0,0.0,0.0,56.0,0.0
Kids,3,56.0,0.0,0.0,56.0,0.0
Jewelry,2,56.0,0.0,0.0,56.0,0.0
Soapstone,2,56.0,0.0,0.0,56.0,0.0
Christmas,4,56.0,0.0,0.0,56.0,0.0
Christmas,2,56.0,0.0,0.0,56.0,0.0
Kitchen,1,56.0,0.0,0.0,56.0,0.0
Art & Sculpture,4,56.0,0.0,0.0,56.0,0.0
Kids,2,56.0,0.0,0.0,56.0,0.0
Kitchen,4,56.0,0.0,0.0,56.0,0.0
Skin Care,3,55.5,0.0,0.0,55.5,0.0
Art & Sculpture,3,57.0,-1.9,0.0,55.1,-1.9
Jewelry,4,60.0,-5.0,0.0,55.0,-5.0
Basket,3,60.0,-5.0,0.0,55.0,-5.0
Art & Sculpture,1,68.0,-13.6,0.0,54.4,-13.6
Basket,1,68.0,-13.6,0.0,54.4,-13.6
Art & Sculpture,1,54.0,0.0,0.0,54.0,0.0
Kitchen,3,54.0,0.0,0.0,54.0,0.0
Jewelry,3,54.0,0.0,0.0,54.0,0.0
Soapstone,3,54.0,0.0,0.0,54.0,0.0
Kids,3,54.0,0.0,0.0,54.0,0.0
Jewelry,1,54.0,0.0,0.0,54.0,0.0
Christmas,3,54.0,0.0,0.0,54.0,0.0
